ts,epoch,uptime_s,load1,load5,load15,temp_c,mem_total_kb,mem_used_kb,mem_avail_kb,swap_used_kb,root_used_pct,root_avail_kb,varlog_used_pct,tmp_used_pct,home_cara_kb,tmp_chromium_kb,log_total_kb,app_log_kb,guardian_log_kb,watchdog_log_kb,access_log_kb,proj_http,services_ok,xorg,openbox,chromium_pid,chromium_count,chromium_rss_kb,chromium_cpu_sum,python_pid,python_rss_kb,python_cpu,active_session,user_ip,chromium_restarts,notes
2026-05-29 16:56:45,1780084605,13036,1.88,1.77,1.80,75,0,985420,259008,726412,0,70,2149800,14,8,76472,32696,104,4,56,40,4,200,1,1,1,5065,10,658696,162,0,4063,20484,0,0,false,,0,ok
2026-05-29 16:56:52,1780084612,13042,1.89,1.78,1.80,74,0,985420,260720,724700,0,70,2149792,14,8,76480,32696,104,4,56,40,4,200,1,1,1,5065,10,662324,162,0,4063,20508,0,0,false,,0,ok
